cleaned_text,Label
tekstur ringan mudah menyerap ke wajah,netral
reel pack buat kulit terjaga agara terhindar dari mata hari yang ganas,netral
so far cocok produk azarine ringan bgt di kulit,netral
barang nya baguuuuuuusssssss dan sesuaiaiiiiiiiiiiii,netral
wangi nya lumayan enk tapi isinya gk full kualitas produk bagus,negatif
wanginya strong banget kualitas produk sesuai baguss banget,negatif
packing super aman ga ada bocor harga mantab pengiriman lumayan sangat cepet,netral
order buat hampers wisuda ponakan smg happy dan suka hadiah nya,netral
pengiriman super cepat masih belum dicoba semoga cocok,netral
garnier tuh udah cocok banget dikulit aku meskipun kulitku berminyak tpi enak dipakenya,netral
barang sesuai dengan pesanan warna sesuai dengan yang diharapkan,netral
ringan di kulit walaupun spfnya tinggi tapi nggak bikin kulit berminyak dan nggak bikin kulit kusam teksturnya nggak seret enak banget buat diaplikasikan ke kulit bagu,netral
barang sesuai dengan pesanan proses sangat cepat dan penjual fast respon semoga bermanfaat,netral
paket sdh diterima packing rapi dan aman barang sesuai yg di order pengiriman cepat promonya menarik moga seller tetep amanah,netral
semoga cocok ya satu paket sama ampoul retinolnya terima kasih,netral
produk sdh sampai dgn sempurna packing ok bnget kualitasnya bgs sangat puas trmksh seller toped dan kk,positif
udah nyobain varian yang sweet memories dreamy velvet rough dan ini ternyata ini yang paling kurang aku suka ketahanannya juga cuma 4 jam harusnya parfum manis dan,negatif
sudah pembelian kedua terdapat perubahan tapi tidak signifikan untuk pengguna yang sudah mencoba banyak produk dengan kandungan aktif yang cukup advanced mungkin bisa,netral
2027 terima kasih,netral
packaging nya aman bgt rapih kecepatan pengiriman juga oke wangi bgt murah lagi semoga kedepan bisa langganan terus terimakasih kak,negatif
gampang meresap semoga cocok di kulit aku pengiriman aman dan cepat terimakasih,netral
terima kasih cocok dengan wajah saya jadi bersih berseri next akan pesen lagi,netral
barang telah diterima dgn baik,netral
bagus ok banget terimakasih seler n tokopedia,positif
bahannya lembut berbusa nyaman dan enak di wajah jadi lebih cerah dan halus,netral
baru pertama kali mau coba pake azzarine krn pake apa2 gag pernah cocok semoga kali ini cocok,netral
favorit melembabkan dan bikin bibir berkilau,netral
super stay waterproof pokonya mantep banget,netral
baru nyoba beli ini entah ini salah dari sana atau gimana tapi kok aku dapet serumnya tapi makasih yaa semoga cocok,netral
kalau di mukaku bikin kulit muka jadi glowing muka jadi mulus menutup flek2 dan warna kulit yang tidak merata harga juga reasonable produk lokal yang ga kalah sa,netral
bagus bikin make up tahan lama recomended untuk dipake pesta atau daily,positif
biar bintang yg berbicara,netral
enak wanginya seger soft ga nyengat suka yg kalem2 semoga tahan lama thank seller,negatif
bagus bgt pokonya,positif
alhamdulillah akhirnya yang ditunggu tunggu datang juga beneran wangi lo pas paketnya dateng aku cobain ke hijab habis itu aku keluar langsung ada yang notice nanyain,negatif
pengiriman cepat packing rapi produk berkualitas semoga cocok,netral
pengirimanya cepat pesen kemaren hari ini datang baru kali ini coba garnier mudah2an cocok terima kasih seler,netral
semoga cocok dapat bonus lagi pengiriman aman keracunan istri produk somethinc,netral
bibir mjd agak kering warna agak menyala,netral
untuk muka mildut anak wati skin care semoga muka mili anak wati jadi cantekkk,netral
cocok banget buat kulit sensitif dan acne prone karena bener bener gentle ngeben muka ga bikin ketarik sama sekali pori pori jadi kerasa lebih kenceng jugaa,netral
barang sesuai terima kasih seller exp date masih lama,netral
mantap sekali kemerahan terhempas dan adeeemm aja ngerasanya,netral
beli yg kedua kali sih cmn gatau kenapa yg beli kedua kaya ga full gt isi an nya ga kaya yg dreamy full bgt gpp sih namanya aku beli pake promo hehe cmn sangat disayan,negatif
seneng banget dapat diskon dari tokopedia semoga cocok sama hair tonic ini,netral
bahan ringan ga lengket gampang meresap dan tidak white case cocok bnget ga bikin timbul jerawat,netral
shadenya cantik bgt texturenya ringan jugakkkk,netral
sangat bagus dan real pict,positif
barang sesuai pengiriman oke pengiriman cepat,netral
senang belanja disini thanks,netral
rekomend seller,netral
alhamdulillah sampainya cepat meskipun dari luar kota produk ori packing aman thanks ya gan sukses terus usahanya,netral
barang sesuai pesanan bru prtmw x coba smg ad hasil,netral
coverage mantapp,netral
wangi spl belum tau soalnya baru sampai dan belum maserasi masih ada courier effect overall mantap wangi banyak disukai,negatif
,netral
bahan ringan wangi,netral
pokoke 5star bosque,netral
yang ditunggu sampe jugaa packing aman pengiriman cepat semoga cocok wanginyaa,negatif
sesuai pesanan beli kedua kalinya karena sesuka itu,netral
dapet di harga 73k efeknya langsung keluar malem nya pake besok pagi muka jadi wow bgt cuma wangi nya aja sih kayak aga nyengat gitu di hidung cuma ya masih tetep oke,netral
sudah sampai,netral
ringan bangett,netral
packing nya bagus semoga cocok,positif
bahan ringan enak dipakai original respon penjual pengiriman cepat,netral
wanginya tahan sampe 8jam di aku soft bangett,negatif
wanginya lumayan ya baru pertama order smoga sesuai ekspektasi ketahananya hehe kualitas produk oke,negatif
akkkkk sukak dpt best price bonus thanks,netral
baguuusss,netral
bahannya ringan cepat meresap memperkuat skin barrier meredakan merah iritasi kulit tekstur cream,netral
setiap keluarkan parfum baru aku pasti beli wanginya tahan lama smpai keesokan hari masih nempel tpi aku tetep suka yg velvet rouge sama golden elexir,negatif
barang cepet sampe kondisi baik makasi seller,netral
produk yang dikirim expirednya cepat saya coba chat malah bkn nya membantu malah blg bgitu minta maaf aja gaada malah lgsg berusaha justify kirim product kosmetik yg e,netral
krimnya lembut di kulit cepat meresap,netral
packing aman semoga wanginya sesuai selera ini pembelian kedua yg pertama psn yg purple tahan lama wanginya,negatif
barang diterima dengan baik pertama kali coba produknya somethinc overall keren sih pas diaplikasikan di muka bisa nyatu gitu terus cukup tahan lama sampai setengah ha,netral
barang diterima dengan baik berkualitas dan ori pengiriman cepat dan mantab,netral
cocok untuk kulit berminyak dan sensitif,netral
produk baik packing rapi proses cepat seller ramah,netral
cepat habis masih mending yang model mist malah nggak diproduksi lagi,netral
baru pertama kali beli semoga cocok packing nya ok harga sih sesuai terimakasih,negatif
barangnya terkirim dengan cepat dan packaging baik,netral
mantap top markotop semuanya sesuai pesanan,netral
alhamdulillah paket udah sampai packing aman alhamdulillah dpt flash sale makasih kakak seller makasih kakak kurir,netral
packing rapi barang diterima dgn baik trima kasih,netral
suka banget dengan aromanyaaa tetapi untuk aku pke seklh keknya gak cocok soalnya guru guruu guru ku banyak yang pake parfum ini tapii jujur ini enak banget wangiiii,negatif
wanginya enak banget dan awet juga parfum ter thebest yg pernah aku punya juga gak berbekas dibaju meskipun disemprot jarak dekat,negatif
bgaussssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,netral
barang nya mendarat dengan aman dapet serum jugaa dongg terimakasihhhh somethinc,netral
langganan seller gercep kurir cepet mantap lah pokoke,netral
pembelian pertama semoga cocok,netral
foundation nya ringan coveragenya oke hasil akhirnya matte oke smpai malam,netral
barang sesuai packing rapi dan respon seller baik,netral
stock banyak karena produknya cocok dengan kulit muka yang oily cepat menyerap dikulit,netral
baru coba nih cleansing oilnya kalau cleansing balmnya fav aku ternyata cleansing oilnya juga sama lembutnya dikulit gak perih mudah dibersihkan aromanya juga halus,netral
suka tekstur cream nya ada mengandung spf jg mantap bakal reorder,netral
mantap dan berkualitas,netral
recommended seller pengiriman cepat dan sesuai pesanan,netral
semoga cocok ya pertama kali mau pakai retinol terima kasih,netral
lucu botolnya mungil,netral
alhamdulillah dah sampai barang realpic aku dapet harga murah makasih semuanya,netral
barang sesuai pesanan kualitas nya bagus datang tepat waktu,positif
sampai cepat cepat di proses,netral
elphaba glinda elphaba glinda satu set masker wicked biar nggak kalah populer dari duo penyihir kita,netral
pertama di semprot lumayan agak nyengat tp lama2 jadi manis soft ketahanan belum dicoba brp lama mayan kok next coba wangi lain kualitas produk oke banget packing nya,negatif
terimakasih hadiahnya belom di coba,netral
suka banget harumnya good luck bngt deh pokoknya duhhh pokoknya gak akan nyesal deh nyesal cuman beli 1,negatif
belum dipakai tapi cobain di tangan sepertinya bagus,positif
sudah repurchase 2x dan cocookk bgt ringan nggak cekat cekit tp hasilnya bagus,positif
face wash ini selalu cocok di kulit dan ga pernah ngecewain pembelian produk bagus gini sering dapet surprise kali ini dapet bonusan produk rambut dan sunscreen luar,positif
okeeeyyy siiipp barang sudah sampai sudah diterima terima kasih yaaaa,netral
wanginya swety banget tahan lama sampe 5 jam lah wanginya kaya popcorn caramel enak nya si dipake sore atau mlm yah rasanya pengen jilatin saking manisnya heheheh,negatif
bagus bgt warnanya suka make over ga pernah gagal thx,positif
thanks seller barang sesuai dengan di foto,netral
sesuai pesanan packing aman tapi pengiriman lama banget,netral
moisturizer tercocok di kulit aku yg kering dan kusam padahal pake nya dikit doang tapi kulit lembab seharian,netral
pengiriman lama banget padahal ada di rumah tapi dibilangnya ngak ada di rmh,netral
jerawat lebih jarang muncul tapi bekas jerawat masih ada,netral
pengiriman cepat sekali mudah mudahan cocok,netral
kemasan aman rapi,netral
barang sampai ya cepat dan sesuai kualitas,netral
yaammpun baguss banget packingny pantes mehongg 30mluntung wangiiiiii,negatif
untuk mama smoga cocok di rambut mama,netral
semoga segera restock yg ukuran besar,netral
pesanan tiba sesuai dengan orderan proses cepat dan pengiriman aman cepat sampai expired date oke,netral
karena cocok jadi repead order dan toko sama kurir nya gercep,netral
respon penjual cepat dipacking dengan sangat baik dan aman produk sesuai kemasan nya mewah warna nya cantik,netral
ori wangi lembut d kulit cepet kirimnya tq,netral
the first time gua nyoba beli merek ini yg katanya bagus langsung di ulti barang reject iklannya warnanya merah yang dateng item gatau dah khasiatnya gimana ntar sama,positif
semoga dpt harga promo terus,netral
oke banget wax nya,netral
produk bagus,positif
pertama beli semoga cocok untuk anak saya,netral
terima kasih seller barang sampai dengan aman kemasan sangat rapi,netral
sangat puas komplain di respond dengan baik official store seperti ini yg patut di contoh oleh store lainnya,positif
barang oke,netral
alhamdulillah paketan yang saya pesan sudah tiba dan sesuai dengan pesanan garnier micellar water yang pink 3pcs 125 ml terimakasih seller dan tokped juga pak kurir,netral
warnanya pas banget sm yg dicari n sesuai sm kulit sawo matang,netral
beli untuk kesekian kalinya ocok di kulit adem dan hasilnya okee punya thank you garnier,netral
cocok pakai ini kulit keliatan lebih cerah terawat,netral
barangnya bagus dan sesuai pesanan seller jg ramah dan responsif good and recommended seller,positif
sudah sampai paketnya sudah dicoba sebenarnya lebih suka model bubuk tapi ini lebih praktis ya mksh,netral
beli 2 set yg dikirim cuma 1 set,netral
makasih ya ka dikasih bonus,netral
warna warnanya menarik cocok untuk dibagikan ke keponaka keponakan yang masih sekolah tidak ragu kualitas produk azarine bagus dan aman,positif
alhamdulillah sesuai dengan pesanan semoga wangi nya sesuai dan tahan lama,negatif
,netral
produknya sampai dan dapat free produk,netral
rembes,netral
paket cepat dan aman gak ada yang mleyot harga cukup bersahabat,netral
sesuai pesanan makasih,netral
cocok sama produk ini penjual nya jg bagus kirim cepet respon bagus,positif
,netral
barang sampai dengan cepat dan kualitasnya bagus,positif
barang sudah diterima dengan baik,netral
produk sudah sampai terima kasih reseller dan pak kurir,netral
enakk wanginyaa kya wangi minyak zaitun gituu tapi enakk mantap sesuai ekspektasi lain kali mau cuba yg passionate,negatif
bagus gampang di aplikasikan hasil akhir bagus,positif
kualitas produk wanginya harum banget sumpah cocok bngt dipake sehari2,negatif
beli yang ketiga kalinya sempat trust issue karena dengan produk azarine ada yg overclaim tapi kalo ss aman aja katanya bingung mau pindah kemana karena ini udah cocok,netral
pengiriman cepat packing aman produk sesuai sofar cocok,netral
mantap sesuai esanan tixak mengecewakan,netral
sesuai pesanan pengiriman sesuai jadwal packing benar benar rapi dan aman,netral
barang sudah sampai dan sesuai dengan deskripsi kualitasnya bagus dan wangi sekali terimakasih kualitas produk bagus dan sangat berkualitas,negatif
wanginya enak banget manis musk vanilla honey jasmine reccomended banget guys,negatif
produknya ok as usual packing aman proses dan pengiriman cepat thank you,netral
trimakasih barang telah sampai dengan selamat dan baik trimakasih mas kurirnya juga barang sesuai pesanan sdh langganan pakai product ini,netral
udah aku pake jadi tinggal segini suka bgt sama produknya ini salah satu produk yg selalu aku repurchase kalo udah habis karna cocok banget di akuu,netral
belom di coba ya kalau pengiriman safety bgt kurir ramah,netral
cocok dengan kulitku yang kering dan karena sudah terbiasa memakai produk mustika ratu sejak masih remaja,netral
aman pengemasannya paket cepet sampai,netral
harga murah packing aman,netral
lg dapat murce josss,netral
dapet harga 11rb omggg thxx tokped,netral
barang bener oke cuman packaging nya sebelum di pack di bersihin dl y kotor banget,netral
gak kecewa deh beli produk ini bagus banget repeat order warna lain thanks,positif
selalu langganan sampe habis bertube tube cocok dikulit ku pokonya love azarine,netral
kualitas produk seperti biasa ini bagus banget untuk wanginya enak banget sumpah awet jugaa emang ga kecium sih di hidung sendiri tapi kecium di hidung orang lainn s,negatif
bagus waterproof tdk pecah di kulit,positif
